Age,Gender,Education,JobTitle,YearsOfExp,Salary
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0
28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0
37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
36.0,Male,PhD,Research Scientist,11.0,155000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
40.0,Female,PhD,Director of HR,13.0,125000.0
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0
32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0
34.0,Female,Master's,Product Manager,12.0,196000.0
30.0,Female,Bachelor's,Digital Content Producer,3.0,50000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,65000.0
27.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,45000.0
38.0,Male,Master's,Senior IT Consultant,9.0,110000.0
34.0,Female,PhD,Research Director,11.0,160000.0
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0
34.0,Male,PhD,Research Director,11.0,170000.0
38.0,Female,PhD,Senior Research Scientist,12.0,140000.0
53.0,Male,PhD,Software Engineer Manager,19.0,195000.0
26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0
28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0
56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
39.0,Female,Master's Degree,Senior Software Engineer,14.0,135853.0
28.0,Female,Master's Degree,Software Developer,5.0,70000.0
23.0,Male,High School,Junior Sales Associate,1.0,26000.0
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0
34.0,Male,PhD,Research Director,11.0,160000.0
24.0,Female,Bachelor's Degree,Marketing Analyst,0.0,40000.0
35.0,Female,Master's Degree,Full Stack Engineer,10.0,152039.0
25.0,Male,Bachelor's,Data Analyst,2.0,115000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0
46.0,Male,PhD,Senior Project Engineer,15.0,180000.0
44.0,Male,PhD,Data Scientist,16.0,160000.0
24.0,Female,High School,Receptionist,0.0,25000.0
26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0
32.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
31.0,Male,High School,Sales Associate,3.0,50000.0
31.0,Female,PhD,Research Scientist,8.0,120000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0
36.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0
46.0,Male,PhD,Senior Project Engineer,15.0,180000.0
32.0,Male,Master's Degree,Director of HR,6.0,95000.0
33.0,Male,Bachelor's Degree,Data Analyst,7.0,142000.0
26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
26.0,Male,High School,Junior Sales Associate,2.0,31000.0
47.0,Male,Master's,Director of Finance,20.0,170000.0
30.0,Female,Bachelor's,Junior Copywriter,3.0,45000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
52.0,Male,PhD,Software Engineer Manager,26.0,185982.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0
27.0,Female,High School,Junior HR Generalist,1.0,32000.0
43.0,Male,Master's,Director of Operations,19.0,170000.0
28.0,Male,Bachelor's,Software Engineer,3.0,125000.0
51.0,Female,Master's Degree,Senior Product Marketing Manager,19.0,190000.0
44.0,Male,PhD,Data Scientist,16.0,160000.0
26.0,Female,Master's Degree,Front end Developer,1.0,55000.0
50.0,Female,Bachelor's,Supply Chain Analyst,22.0,130000.0
24.0,Female,Bachelor's Degree,Back end Developer,1.0,61095.0
33.0,Male,PhD,Research Scientist,10.0,150000.0
35.0,Male,Master's Degree,Senior Project Engineer,8.0,101332.0
30.0,Female,Master's Degree,Front end Developer,5.0,105000.0
31.0,Male,High School,Junior HR Generalist,2.0,35000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0
27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0
31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0
34.0,Male,PhD,Research Director,11.0,170000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0
25.0,Male,High School,Junior Sales Associate,1.0,30000.0
41.0,Female,PhD,Director of Data Science,16.0,200000.0
28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0
26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0
30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0
32.0,Male,Bachelor's,Software Engineer,8.0,180000.0
29.0,Female,High School,Junior Sales Associate,1.0,26000.0
36.0,Female,PhD,Marketing Manager,9.0,95000.0
39.0,Male,Master's Degree,Senior HR Generalist,9.0,95000.0
29.0,Male,Bachelor's Degree,Senior Product Marketing Manager,6.0,100000.0
23.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0
43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0
42.0,Female,Master's Degree,Director of HR,12.0,120000.0
27.0,Male,Bachelor's Degree,Back end Developer,3.0,85000.0
45.0,Male,Bachelor's Degree,Operations Manager,19.0,174000.0
31.0,Male,Bachelor's Degree,Junior Marketing Manager,5.0,70000.0
33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0
32.0,Male,Master's Degree,Product Manager,7.0,110000.0
31.0,Male,Master's Degree,Director of HR,7.0,90000.0
38.0,Female,Bachelor's,Senior Product Manager,10.0,120000.0
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
44.0,Male,PhD,Data Scientist,17.0,168000.0
41.0,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000.0
28.0,Female,High School,Junior Sales Associate,1.0,25000.0
24.0,Female,High School,Sales Associate,1.0,30000.0
39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0
48.0,Male,PhD,Senior Software Engineer,26.0,194638.0
34.0,Male,Master's Degree,Front end Developer,9.0,150000.0
37.0,Male,Master's Degree,Senior Software Engineer,9.0,145000.0
30.0,Male,Master's Degree,Financial Manager,7.0,120000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0
36.0,Male,Master's Degree,Back end Developer,9.0,150000.0
27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0
31.0,Female,Master's Degree,Financial Manager,8.0,120000.0
35.0,Female,Master's Degree,Software Engineer,9.0,140000.0
34.0,Male,PhD,Director of Marketing,12.0,170000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
29.0,Male,Bachelor's,Software Engineer,4.0,140000.0
35.0,Female,Bachelor's,Product Manager,12.0,190000.0
44.0,Male,PhD,Data Scientist,18.0,182000.0
31.0,Male,Master's Degree,Full Stack Engineer,8.0,120288.0
23.0,Female,Bachelor's Degree,Junior HR Coordinator,1.0,32000.0
28.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0
42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
28.0,Female,High School,Sales Representative,2.0,40000.0
37.0,Female,Bachelor's Degree,Data Analyst,11.0,150000.0
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0
29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0
39.0,Female,PhD,Senior Research Scientist,13.0,145000.0
42.0,Male,PhD,Software Engineer Manager,14.0,190000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
39.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
33.0,Male,Master's,Product Manager,11.0,198000.0
29.0,Female,High School,Junior Sales Associate,1.0,30000.0
53.0,Male,PhD,Software Engineer Manager,25.0,181714.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0
34.0,Male,Master's Degree,Web Developer,8.0,90000.0
24.0,Male,Bachelor's Degree,Back end Developer,1.0,55000.0
50.0,Male,Master's Degree,Software Engineer Manager,21.0,166512.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
37.0,Male,Bachelor's,Software Project Manager,9.0,95000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
36.0,Female,PhD,Research Scientist,12.0,160000.0
30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0
31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0
45.0,Male,PhD,Data Scientist,18.0,180000.0
41.0,Female,Master's Degree,Senior Software Engineer,12.0,160000.0
26.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,79652.0
33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
35.0,Female,Bachelor's Degree,Product Manager,8.0,170000.0
29.0,Female,Bachelor's,Data Analyst,7.0,130000.0
30.0,Female,Bachelor's Degree,Sales Manager,5.0,70000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
33.0,Female,Master's Degree,Data Analyst,7.0,95000.0
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0
38.0,Female,PhD,Software Engineer Manager,15.0,144496.0
26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0
32.0,Female,PhD,Data Scientist,9.0,145000.0
48.0,Male,PhD,Director of Data Science,18.0,210000.0
40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0
25.0,Female,Bachelor's,Data Analyst,2.0,90000.0
32.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,210000.0
33.0,Male,PhD,Sales Director,10.0,155000.0
31.0,Male,Bachelor's,Data Analyst,9.0,190000.0
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0
31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0
38.0,Male,Master's Degree,Senior Software Engineer,14.0,147708.0
56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
48.0,Male,PhD,Director of Data Science,18.0,210000.0
26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0
50.0,Male,PhD,Software Engineer Manager,17.0,195000.0
32.0,Male,PhD,Senior Product Marketing Manager,8.0,80000.0
27.0,Female,Master's Degree,Web Developer,2.0,50000.0
52.0,Female,Master's Degree,Senior Software Engineer,28.0,186963.0
46.0,Male,PhD,Senior Project Engineer,16.0,190000.0
27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0
36.0,Male,Bachelor's Degree,Front end Developer,12.0,137878.0
42.0,Female,Master's Degree,Digital Marketing Manager,14.0,140000.0
28.0,Male,Master's,Product Manager,3.0,130000.0
51.0,Female,Master's Degree,Senior Product Marketing Manager,19.0,190000.0
46.0,Male,PhD,Director of HR,15.0,150000.0
32.0,Male,PhD,Research Scientist,10.0,150000.0
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0
45.0,Female,PhD,Software Engineer Manager,23.0,172925.0
45.0,Female,PhD,Senior Product Designer,15.0,150000.0
24.0,Female,High School,Receptionist,0.0,25000.0
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0
39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0
28.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0
62.0,Male,PhD,Software Engineer Manager,19.0,200000.0
47.0,Male,PhD,Director of Engineering,20.0,180000.0
27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0
43.0,Female,Bachelor's Degree,Marketing Manager,12.0,120000.0
30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0
35.0,Male,Master's Degree,Full Stack Engineer,9.0,132638.0
36.0,Female,PhD,Senior Product Marketing Manager,10.0,100000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
34.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0
25.0,Male,Bachelor's,Data Analyst,3.0,135000.0
30.0,Female,High School,Junior Sales Associate,1.0,26000.0
45.0,Male,PhD,Data Scientist,18.0,180000.0
28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0
39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
33.0,Male,Bachelor's,Junior Financial Analyst,4.0,60000.0
32.0,Female,PhD,Data Scientist,10.0,193000.0
30.0,Female,PhD,Data Scientist,5.0,180000.0
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0
49.0,Male,PhD,Director of Operations,21.0,180000.0
27.0,Male,PhD,Marketing Manager,4.0,55000.0
29.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,55000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
24.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0
23.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0
33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0
27.0,Male,Bachelor's Degree,Back end Developer,4.0,82683.0
47.0,Male,PhD,Senior Product Marketing Manager,17.0,170000.0
32.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0
37.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0
33.0,Female,Master's,Product Manager,11.0,190000.0
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0
42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
30.0,Female,Bachelor's,Software Engineer,8.0,180000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
32.0,Female,Bachelor's Degree,Product Manager,7.0,110000.0
28.0,Male,Bachelor's Degree,Digital Marketing Manager,4.0,80000.0
27.0,Female,Master's Degree,Digital Marketing Manager,3.0,50000.0
43.0,Male,Master's Degree,Full Stack Engineer,17.0,155414.0
28.0,Female,High School,Juniour HR Generalist,2.0,43000.0
24.0,Male,High School,Delivery Driver,0.0,28000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
27.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
38.0,Male,Bachelor's Degree,Software Engineer Manager,11.0,155000.0
36.0,Female,PhD,Research Scientist,12.0,160000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
36.0,Male,PhD,Research Scientist,13.0,180000.0
37.0,Male,Master's,Senior Business Analyst,9.0,105000.0
56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0
27.0,Male,High School,Back end Developer,4.0,80247.0
28.0,Female,Bachelor's Degree,Front end Developer,3.0,80000.0
32.0,Female,Bachelor's Degree,Marketing Manager,8.0,115000.0
34.0,Female,Bachelor's,Junior Marketing Analyst,6.0,70000.0
46.0,Female,Bachelor's Degree,Back end Developer,19.0,150729.0
61.0,Male,PhD,Software Engineer Manager,20.0,200000.0
30.0,Male,Master's Degree,Financial Manager,7.0,120000.0
29.0,Female,Bachelor's,Data Analyst,6.0,120000.0
41.0,Female,PhD,Director of Data Science,16.0,200000.0
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
48.0,Male,PhD,Director of Data Science,18.0,210000.0
31.0,Female,PhD,Data Scientist,8.0,140000.0
27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0
25.0,Female,High School,Sales Executive,1.0,35000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0
31.0,Male,High School,Junior HR Generalist,2.0,35000.0
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
31.0,Male,High School,Junior HR Generalist,2.0,35000.0
33.0,Male,PhD,Sales Director,10.0,155000.0
58.0,Male,Master's Degree,Senior Software Engineer,27.0,190004.0
32.0,Female,PhD,Data Scientist,9.0,195000.0
25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0
48.0,Female,Master's Degree,Senior Software Engineer,24.0,184006.0
30.0,Female,Master's Degree,Full Stack Engineer,6.0,110707.0
36.0,Female,Master's Degree,Full Stack Engineer,8.0,140000.0
34.0,Male,Bachelor's Degree,Operations Manager,8.0,104000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0
60.0,Male,PhD,Software Engineer Manager,18.0,195000.0
47.0,Female,PhD,Senior Software Engineer,14.0,170000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
45.0,Male,PhD,Data Scientist,19.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
45.0,Female,PhD,Senior UX Designer,16.0,160000.0
34.0,Male,PhD,Research Director,12.0,170000.0
29.0,Female,Master's Degree,Web Developer,5.0,70000.0
43.0,Male,High School,Senior Software Engineer,22.0,165919.0
37.0,Male,Master's Degree,Senior Software Engineer,9.0,145000.0
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
43.0,Male,PhD,Data Scientist,16.0,162000.0
35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0
40.0,Female,Master's Degree,Senior Software Engineer,16.0,138032.0
33.0,Male,Bachelor's Degree,Product Manager,8.0,130000.0
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0
44.0,Female,PhD,Senior Data Engineer,16.0,160000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
44.0,Female,PhD,Data Scientist,18.0,183000.0
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0
33.0,Female,Master's Degree,Data Analyst,8.0,100000.0
48.0,Male,PhD,Data Scientist,22.0,219000.0
29.0,Female,Bachelor's Degree,Digital Marketing Specialist,3.0,60000.0
34.0,Female,Master's Degree,Director of HR,9.0,95000.0
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0
30.0,Male,Bachelor's,Junior Business Analyst,2.0,40000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0
31.0,Female,PhD,Data Scientist,8.0,140000.0
35.0,Female,Master's Degree,Human Resources Manager,8.0,92000.0
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0
35.0,Female,Bachelor's,Senior Marketing Analyst,8.0,85000.0
42.0,Male,PhD,Senior Software Engineer,12.0,170000.0
25.0,Male,High School,Junior Sales Associate,1.0,30000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
44.0,Male,PhD,Senior Project Engineer,12.0,170000.0
24.0,Female,High School,Sales Associate,1.0,30000.0
31.0,Male,Master's,Data Scientist,9.0,185000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
46.0,Female,Bachelor's Degree,Senior Software Engineer,20.0,139398.0
31.0,Female,Bachelor's Degree,Marketing Manager,7.0,100000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0
28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0
24.0,Male,Bachelor's Degree,Back end Developer,2.0,63901.0
31.0,Male,High School,Junior HR Generalist,2.0,35000.0
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0
38.0,Female,PhD,Senior Research Scientist,12.0,140000.0
41.0,Male,PhD,Senior Project Engineer,13.0,185000.0
48.0,Male,PhD,Director of Data Science,18.0,210000.0
33.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0
42.0,Male,Master's Degree,Product Manager,14.0,180000.0
41.0,Female,PhD,Director of Data Science,16.0,200000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,58000.0
40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
43.0,Male,PhD,Data Scientist,16.0,162000.0
39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
36.0,Male,PhD,Senior Research Scientist,11.0,135000.0
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0
47.0,Male,PhD,Senior Software Engineer,14.0,175000.0
34.0,Female,Master's,Product Manager,12.0,196000.0
42.0,Male,PhD,Director of HR,14.0,130000.0
31.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0
40.0,Male,PhD,Senior Software Engineer,12.0,160000.0
27.0,Female,Master's,Data Scientist,4.0,150000.0
34.0,Male,Bachelor's Degree,Front end Developer,5.0,95000.0
46.0,Female,PhD,Software Engineer Manager,14.0,180000.0
24.0,Male,Bachelor's Degree,Software Engineer,2.0,55000.0
21.0,Female,High School,Junior Sales Representative,0.0,25000.0
23.0,Female,High School,Receptionist,0.0,25000.0
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0
43.0,Male,Master's,Director of Marketing,18.0,170000.0
50.0,Female,PhD,Director of Sales and Marketing,22.0,180000.0
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0
28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0
26.0,Female,Bachelor's,Data Analyst,3.0,130000.0
32.0,Female,PhD,Data Scientist,9.0,145000.0
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0
36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0
41.0,Female,PhD,Director of Data Science,16.0,200000.0
40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
26.0,Male,Bachelor's Degree,Front end Developer,3.0,67556.0
27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0
37.0,Male,PhD,Director of HR,11.0,115000.0
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0
26.0,Male,Bachelor's,Junior Customer Support Specialist,2.0,35000.0
31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0
33.0,Male,PhD,Sales Director,10.0,155000.0
24.0,Female,High School,Receptionist,0.0,25000.0
30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0
43.0,Male,Master's Degree,Senior Software Engineer,21.0,185119.0
29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88552.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0
34.0,Male,PhD,Research Director,11.0,160000.0
30.0,Female,Bachelor's,Social Media Manager,4.0,55000.0
41.0,Female,Master's,Data Analyst,13.0,80000.0
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0
37.0,Male,Bachelor's Degree,Junior Sales Representative,6.0,75000.0
24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0
31.0,Female,Bachelor's Degree,Senior Software Engineer,6.0,104378.0
47.0,Male,PhD,Software Engineer Manager,21.0,174985.0
49.0,Male,Bachelor's Degree,Full Stack Engineer,22.0,181132.0
24.0,Female,High School,Receptionist,0.0,25000.0
44.0,Male,Bachelor's,Senior Sales Manager,16.0,130000.0
34.0,Male,PhD,Director of Marketing,12.0,170000.0
24.0,Female,High School,Senior Project Engineer,1.0,52731.0
31.0,Male,Bachelor's Degree,Junior Marketing Manager,5.0,70000.0
28.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0
29.0,Female,Bachelor's,Data Analyst,7.0,130000.0
34.0,Female,Master's,Senior Financial Advisor,6.0,100000.0
35.0,Female,Master's Degree,Marketing Director,11.0,160000.0
29.0,Female,Bachelor's Degree,Junior Marketing Manager,3.0,55000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
44.0,Male,PhD,Data Scientist,15.0,150000.0
35.0,Female,Master's Degree,Senior Software Engineer,10.0,130355.0
31.0,Female,Master's Degree,Financial Manager,7.0,120000.0
36.0,Male,Bachelor's,Senior Marketing Specialist,8.0,95000.0
30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0
43.0,Female,PhD,Senior Consultant,15.0,140000.0
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0
37.0,Female,Master's Degree,Marketing Manager,9.0,100000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0
36.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0
52.0,Female,PhD,Software Engineer Manager,29.0,194214.0
29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,103579.0
33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0
35.0,Female,Master's Degree,Human Resources Manager,8.0,92000.0
30.0,Male,Master's Degree,Front end Developer,5.0,105000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0
31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
46.0,Female,PhD,Software Engineer Manager,21.0,174821.0
29.0,Female,High School,Junior Sales Associate,1.0,25000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0
45.0,Male,PhD,Data Scientist,18.0,180000.0
29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88552.0
35.0,Male,Bachelor's,Senior Operations Analyst,7.0,85000.0
